STATE,FIRE_SIZE,FIRE_SIZE_CLASS,DISCOVERY_DATE
PR,0.25,A,2006/2/12
PR,0.25,A,2006/2/12
PR,0.25,A,2006/2/12
PR,0.25,A,2006/2/12
PR,0.25,A,2006/2/12
PR,0.25,A,2006/2/13
PR,0.25,A,2006/2/14
PR,0.25,A,2006/2/14
PR,0.25,A,2006/2/14
PR,0.25,A,2006/2/14
PR,0.25,A,2006/2/15
PR,0.25,A,2006/2/15
PR,0.25,A,2006/2/15
PR,0.25,A,2006/2/18
PR,0.25,A,2006/2/18
PR,0.25,A,2006/2/19
PR,0.25,A,2006/2/20
PR,0.25,A,2006/2/20
PR,0.25,A,2006/2/20
PR,0.25,A,2006/2/22
PR,0.25,A,2006/2/22
PR,0.25,A,2006/2/22
PR,0.25,A,2006/2/22
PR,0.25,A,2006/2/22
PR,0.25,A,2006/2/23
PR,0.25,A,2006/2/23
PR,0.25,A,2006/2/23
PR,0.25,A,2006/2/24
PR,0.25,A,2006/2/24
PR,0.25,A,2006/2/25
PR,0.25,A,2006/2/25
PR,0.25,A,2006/2/25
PR,0.25,A,2006/2/26
PR,0.25,A,2006/2/26
PR,0.25,A,2006/2/27
PR,0.25,A,2006/2/27
PR,0.25,A,2006/2/27
PR,0.25,A,2006/2/27
PR,0.25,A,2006/2/28
PR,0.25,A,2006/2/28
PR,0.25,A,2006/3/1
PR,0.25,A,2006/3/1
PR,0.25,A,2006/3/3
PR,0.25,A,2006/3/3
PR,0.25,A,2006/3/3
PR,0.25,A,2006/3/3
PR,0.25,A,2006/3/3
PR,0.25,A,2006/3/3
PR,0.25,A,2006/3/4
PR,0.25,A,2006/3/4
PR,0.25,A,2006/3/5
PR,0.25,A,2006/3/5
PR,0.25,A,2006/3/5
PR,0.25,A,2006/3/6
PR,0.25,A,2006/3/6
PR,0.25,A,2006/3/6
PR,0.25,A,2006/3/7
PR,0.25,A,2006/3/7
PR,0.25,A,2006/3/7
PR,0.25,A,2006/3/7
PR,0.25,A,2006/3/7
PR,0.25,A,2006/3/7
PR,0.25,A,2006/3/8
PR,0.25,A,2006/3/9
PR,0.25,A,2006/3/10
PR,0.25,A,2006/3/10
PR,0.25,A,2006/3/11
PR,0.25,A,2006/3/11
PR,0.25,A,2006/3/11
PR,0.25,A,2006/3/11
PR,0.25,A,2006/3/11
PR,0.25,A,2006/3/11
PR,0.25,A,2006/3/12
PR,0.25,A,2006/3/12
PR,0.25,A,2006/3/12
PR,0.25,A,2006/3/12
PR,0.25,A,2006/3/12
PR,0.25,A,2006/3/13
PR,0.25,A,2006/3/14
PR,0.25,A,2006/3/15
PR,0.25,A,2006/3/16
PR,0.25,A,2006/3/16
PR,0.25,A,2006/3/17
PR,0.25,A,2006/3/17
PR,0.25,A,2006/3/17
PR,0.25,A,2006/3/18
PR,0.25,A,2006/3/19
PR,0.25,A,2006/3/19
PR,0.25,A,2006/3/20
PR,0.25,A,2006/3/22
PR,0.25,A,2006/3/23
PR,0.25,A,2006/3/24
PR,0.25,A,2006/3/24
PR,0.25,A,2006/3/25
PR,0.25,A,2006/3/25
PR,0.25,A,2006/3/26
PR,0.25,A,2006/3/27
PR,0.25,A,2006/3/27
PR,0.25,A,2006/3/29
PR,0.25,A,2006/4/2
PR,0.25,A,2006/4/7
PR,0.25,A,2006/4/9
PR,0.25,A,2006/4/12
PR,0.25,A,2006/4/13
PR,0.25,A,2006/4/18
PR,0.25,A,2006/4/23
PR,0.25,A,2006/4/26
PR,0.25,A,2006/5/5
PR,0.25,A,2006/5/6
PR,0.25,A,2006/5/8
PR,0.25,A,2006/5/8
PR,0.25,A,2006/5/8
PR,0.25,A,2006/5/9
PR,0.25,A,2006/5/10
PR,0.25,A,2006/5/17
PR,0.25,A,2006/5/24
PR,0.25,A,2006/5/25
PR,0.25,A,2006/5/25
PR,0.25,A,2006/5/29
PR,0.25,A,2006/6/1
PR,0.25,A,2006/6/2
PR,0.25,A,2006/6/5
PR,0.25,A,2006/6/6
PR,0.25,A,2006/6/7
PR,0.25,A,2006/6/8
PR,0.25,A,2006/6/12
PR,0.25,A,2006/6/17
PR,0.25,A,2006/6/23
PR,0.25,A,2006/6/26
PR,0.25,A,2006/6/29
PR,0.25,A,2006/7/23
PR,0.25,A,2006/8/19
PR,0.25,A,2006/8/29
PR,0.25,A,2006/9/20
PR,0.25,A,2006/9/30
PR,0.25,A,2006/10/1
PR,0.25,A,2006/10/1
PR,0.25,A,2006/10/7
PR,0.25,A,2006/10/8
PR,0.25,A,2006/10/10
PR,0.25,A,2006/10/11
PR,0.25,A,2006/10/11
PR,0.25,A,2006/10/30
PR,0.25,A,2006/11/4
PR,0.25,A,2006/11/7
PR,0.25,A,2006/11/8
PR,0.25,A,2006/11/10
PR,0.25,A,2006/11/12
PR,0.25,A,2006/11/13
PR,0.25,A,2006/11/13
PR,0.25,A,2006/12/3
PR,0.25,A,2006/12/3
PR,0.25,A,2006/12/4
PR,0.25,A,2006/12/4
PR,0.25,A,2006/12/12
PR,0.25,A,2006/12/16
PR,0.25,A,2006/12/29
PR,0.25,A,2007/1/2
PR,0.25,A,2007/1/4
PR,0.25,A,2007/1/8
PR,0.25,A,2007/1/8
PR,0.25,A,2007/1/9
PR,0.25,A,2007/1/11
PR,0.25,A,2007/1/11
PR,0.25,A,2007/1/14
PR,0.25,A,2007/1/15
PR,0.25,A,2007/1/15
PR,0.25,A,2007/1/15
PR,0.25,A,2007/1/16
PR,0.25,A,2007/1/18
PR,0.25,A,2007/1/20
PR,0.25,A,2007/1/20
PR,0.25,A,2007/1/20
PR,0.25,A,2007/1/21
PR,0.25,A,2007/1/21
PR,0.25,A,2007/1/21
PR,0.25,A,2007/1/21
PR,0.25,A,2007/1/22
PR,0.25,A,2007/1/23
PR,0.25,A,2007/1/24
PR,0.25,A,2007/1/24
PR,0.25,A,2007/1/24
PR,0.25,A,2007/1/25
PR,0.25,A,2007/1/25
PR,0.25,A,2007/1/25
PR,0.25,A,2007/1/26
PR,0.25,A,2007/1/26
PR,0.25,A,2007/1/27
PR,0.25,A,2007/1/27
PR,0.25,A,2007/1/28
PR,0.25,A,2007/1/28
PR,0.25,A,2007/1/29
PR,0.25,A,2007/1/31
PR,0.25,A,2007/1/31
PR,0.25,A,2007/1/31
PR,0.25,A,2007/2/1
PR,0.25,A,2007/2/2
PR,0.25,A,2007/2/2
PR,0.25,A,2007/2/3
PR,0.25,A,2007/2/3
PR,0.25,A,2007/2/3
PR,0.25,A,2007/2/3
PR,0.25,A,2007/2/3
PR,0.25,A,2007/2/4
PR,0.25,A,2007/2/4
PR,0.25,A,2007/2/4
PR,0.25,A,2007/2/4
PR,0.25,A,2007/2/4
PR,0.25,A,2007/2/6
PR,0.25,A,2007/2/6
PR,0.25,A,2007/2/6
PR,0.25,A,2007/2/7
PR,0.25,A,2007/2/8
PR,0.25,A,2007/2/8
PR,0.25,A,2007/2/10
PR,0.25,A,2007/2/10
PR,0.25,A,2007/2/11
PR,0.25,A,2007/2/11
PR,0.25,A,2007/2/11
PR,0.25,A,2007/2/11
PR,0.25,A,2007/2/11
PR,0.25,A,2007/2/12
PR,0.25,A,2007/2/12
PR,0.25,A,2007/2/12
PR,0.25,A,2007/2/13
PR,0.25,A,2007/2/13
PR,0.25,A,2007/2/13
PR,0.25,A,2007/2/13
PR,0.25,A,2007/2/13
PR,0.25,A,2007/2/13
PR,0.25,A,2007/2/14
PR,0.25,A,2007/2/14
PR,0.25,A,2007/2/14
PR,0.25,A,2007/2/14
PR,0.25,A,2007/2/14
PR,0.25,A,2007/2/15
PR,0.25,A,2007/2/15
PR,0.25,A,2007/2/15
PR,0.25,A,2007/2/15
PR,0.25,A,2007/2/15
PR,0.25,A,2007/2/16
PR,0.25,A,2007/2/17
PR,0.25,A,2007/2/17
PR,298,D,2007/2/18
PR,0.25,A,2007/2/18
PR,0.25,A,2007/2/19
PR,0.25,A,2007/2/19
PR,0.25,A,2007/2/19
PR,0.25,A,2007/2/20
PR,0.25,A,2007/2/20
PR,0.25,A,2007/2/20
PR,0.25,A,2007/2/20
PR,0.25,A,2007/2/20
PR,0.25,A,2007/2/20
PR,0.25,A,2007/2/21
PR,0.25,A,2007/2/22
PR,0.25,A,2007/2/22
PR,0.25,A,2007/2/26
PR,0.25,A,2007/2/26
PR,0.25,A,2007/2/26
PR,0.25,A,2007/2/26
PR,0.25,A,2007/2/27
PR,0.25,A,2007/2/27
PR,0.25,A,2007/2/27
PR,0.25,A,2007/2/27
PR,0.25,A,2007/2/27
PR,0.25,A,2007/2/28
PR,0.25,A,2007/2/28
PR,0.25,A,2007/2/28
PR,0.25,A,2007/2/28
PR,0.25,A,2007/2/28
PR,0.25,A,2007/3/1
PR,0.25,A,2007/3/2
PR,0.25,A,2007/3/2
PR,0.25,A,2007/3/3
PR,0.25,A,2007/3/3
PR,0.25,A,2007/3/4
PR,0.25,A,2007/3/5
PR,0.25,A,2007/3/5
PR,0.25,A,2007/3/5
PR,0.25,A,2007/3/5
PR,0.25,A,2007/3/6
PR,0.25,A,2007/3/6
PR,0.25,A,2007/3/7
PR,0.25,A,2007/3/8
PR,0.25,A,2007/3/8
PR,0.25,A,2007/3/8
PR,0.25,A,2007/3/9
PR,0.25,A,2007/3/9
PR,0.25,A,2007/3/9
PR,0.25,A,2007/3/9
PR,0.25,A,2007/3/9
PR,0.25,A,2007/3/10
PR,0.25,A,2007/3/10
PR,0.25,A,2007/3/10
PR,0.25,A,2007/3/11
PR,0.25,A,2007/3/11
PR,0.25,A,2007/3/11
PR,0.25,A,2007/3/12
PR,0.25,A,2007/3/12
PR,0.25,A,2007/3/12
PR,0.25,A,2007/3/13
PR,0.25,A,2007/3/13
PR,0.25,A,2007/3/15
PR,0.25,A,2007/3/15
PR,0.25,A,2007/3/15
PR,0.25,A,2007/3/15
PR,0.25,A,2007/3/17
PR,0.25,A,2007/3/17
PR,0.25,A,2007/3/17
PR,0.25,A,2007/3/18
PR,0.25,A,2007/3/19
PR,0.25,A,2007/3/19
PR,0.25,A,2007/3/19
PR,0.25,A,2007/3/19
PR,0.25,A,2007/3/20
PR,0.25,A,2007/3/20
PR,0.25,A,2007/3/20
PR,0.25,A,2007/3/21
PR,0.25,A,2007/3/21
PR,0.25,A,2007/3/23
PR,0.25,A,2007/3/23
PR,0.25,A,2007/3/23
PR,0.25,A,2007/3/24
PR,0.25,A,2007/3/24
PR,0.25,A,2007/3/25
PR,0.25,A,2007/3/25
PR,0.25,A,2007/3/26
PR,0.25,A,2007/3/26
PR,0.25,A,2007/3/30
PR,0.25,A,2007/3/31
PR,0.25,A,2007/3/31
PR,0.25,A,2007/4/1
PR,0.25,A,2007/4/1
PR,0.25,A,2007/4/1
PR,0.25,A,2007/4/6
PR,0.25,A,2007/4/7
PR,0.25,A,2007/4/7
PR,0.25,A,2007/4/7
PR,0.25,A,2007/4/9
PR,0.25,A,2007/4/10
PR,0.25,A,2007/4/10
PR,0.25,A,2007/4/10
PR,0.25,A,2007/4/10
PR,0.25,A,2007/4/10
PR,0.25,A,2007/4/10
PR,0.25,A,2007/4/10
PR,0.25,A,2007/4/13
PR,0.25,A,2007/4/13
PR,0.25,A,2007/4/14
PR,0.25,A,2007/4/14
PR,0.25,A,2007/4/15
PR,0.25,A,2007/4/16
PR,0.25,A,2007/4/21
PR,0.25,A,2007/4/24
PR,298,D,2007/5/5
PR,0.25,A,2007/5/11
PR,0.25,A,2007/5/16
PR,0.25,A,2007/5/27
PR,0.25,A,2007/5/29
PR,0.25,A,2007/6/4
PR,0.25,A,2007/6/4
PR,0.25,A,2007/6/19
PR,0.25,A,2007/6/29
PR,0.25,A,2007/6/30
PR,0.25,A,2007/7/4
PR,0.25,A,2007/7/4
PR,0.25,A,2007/7/5
PR,0.25,A,2007/7/5
PR,0.25,A,2007/7/6
PR,0.25,A,2007/7/8
PR,0.25,A,2007/7/10
PR,0.25,A,2007/7/13
PR,0.25,A,2007/7/15
PR,0.25,A,2007/7/19
PR,0.25,A,2007/7/25
PR,0.25,A,2007/7/27
PR,0.25,A,2007/7/28
PR,0.25,A,2007/7/28
PR,0.25,A,2007/8/1
PR,0.25,A,2007/8/2
PR,0.25,A,2007/8/2
PR,0.25,A,2007/8/31
PR,0.25,A,2007/9/15
PR,0.25,A,2007/9/19
PR,0.25,A,2007/10/9
PR,0.25,A,2007/10/13
PR,0.25,A,2007/10/18
PR,0.25,A,2007/11/1
PR,0.25,A,2007/11/6
PR,0.25,A,2007/11/17
PR,0.25,A,2007/12/2
PR,0.25,A,2007/12/7
PR,0.25,A,2007/12/15
PR,0.25,A,2007/12/16
PR,0.25,A,2007/12/17
PR,0.25,A,2007/12/25
PR,0.25,A,2007/12/29
PR,0.25,A,2007/12/29
PR,0.25,A,2009/1/4
PR,0.25,A,2009/1/5
PR,0.25,A,2009/1/8
PR,0.25,A,2009/1/10
PR,0.25,A,2009/1/12
PR,0.25,A,2009/1/13
PR,0.25,A,2009/1/13
PR,0.25,A,2009/1/13
PR,0.25,A,2009/1/13
PR,0.25,A,2009/1/14
PR,0.25,A,2009/1/15
PR,0.25,A,2009/1/16
PR,0.25,A,2009/1/20
PR,0.25,A,2009/1/20
PR,0.25,A,2009/2/1
PR,0.25,A,2009/2/3
PR,0.25,A,2009/2/4
PR,0.25,A,2009/2/4
PR,0.25,A,2009/2/5
PR,0.25,A,2009/2/6
PR,0.25,A,2009/2/6
PR,0.25,A,2009/2/9
PR,0.25,A,2009/2/10
PR,0.25,A,2009/2/17
PR,0.25,A,2009/2/19
PR,0.25,A,2009/2/20
PR,0.25,A,2009/2/20
PR,0.25,A,2009/2/21
PR,0.25,A,2009/2/22
PR,0.25,A,2009/2/22
PR,0.25,A,2009/2/23
PR,0.25,A,2009/2/23
PR,0.25,A,2009/2/24
PR,0.25,A,2009/2/27
PR,0.25,A,2009/2/27
PR,0.25,A,2009/2/27
PR,0.25,A,2009/2/27
PR,0.25,A,2009/3/1
PR,0.25,A,2009/3/1
PR,0.25,A,2009/3/2
PR,0.25,A,2009/3/3
PR,0.25,A,2009/3/3
PR,0.25,A,2009/3/4
PR,0.25,A,2009/3/6
PR,0.25,A,2009/3/6
PR,0.25,A,2009/3/7
PR,0.25,A,2009/3/8
PR,0.25,A,2009/3/8
PR,0.25,A,2009/3/10
PR,0.25,A,2009/3/10
PR,0.25,A,2009/3/16
PR,0.25,A,2009/3/17
PR,0.25,A,2009/3/17
PR,0.25,A,2009/3/18
PR,0.25,A,2009/3/19
PR,0.25,A,2009/3/21
PR,0.25,A,2009/3/27
PR,0.25,A,2009/3/30
PR,0.25,A,2009/3/30
PR,0.25,A,2009/3/30
PR,0.25,A,2009/4/1
PR,0.25,A,2009/4/3
PR,0.25,A,2009/4/4
PR,0.25,A,2009/4/4
PR,0.25,A,2009/4/6
PR,0.25,A,2009/4/6
PR,0.25,A,2009/4/7
PR,0.25,A,2009/4/11
PR,0.25,A,2009/4/11
PR,0.25,A,2009/4/14
PR,0.25,A,2009/4/15
PR,0.25,A,2009/4/17
PR,0.25,A,2009/4/22
PR,0.25,A,2009/4/24
PR,0.25,A,2009/4/27
PR,0.25,A,2009/4/27
PR,0.25,A,2009/5/1
PR,0.25,A,2009/5/8
PR,0.25,A,2009/5/23
PR,0.25,A,2009/6/17
PR,0.25,A,2009/6/19
PR,0.25,A,2009/6/23
PR,0.25,A,2009/6/25
PR,0.25,A,2009/6/25
PR,0.25,A,2009/6/25
PR,0.25,A,2009/6/25
PR,0.25,A,2009/6/26
PR,0.25,A,2009/6/27
PR,0.25,A,2009/6/27
PR,0.25,A,2009/6/29
PR,0.25,A,2009/7/2
PR,0.25,A,2009/7/2
PR,0.25,A,2009/7/3
PR,0.25,A,2009/7/4
PR,0.25,A,2009/7/5
PR,0.25,A,2009/7/5
PR,0.25,A,2009/7/13
PR,0.25,A,2009/7/19
PR,0.25,A,2009/7/19
PR,0.25,A,2009/7/20
PR,0.25,A,2009/7/20
PR,0.25,A,2009/7/24
PR,0.25,A,2009/7/24
PR,0.25,A,2009/7/27
PR,0.25,A,2009/7/29
PR,0.25,A,2009/8/1
PR,0.25,A,2009/8/8
PR,0.25,A,2009/8/11
PR,0.25,A,2009/8/14
PR,0.25,A,2009/8/15
PR,0.25,A,2009/8/15
PR,0.25,A,2009/8/28
PR,0.25,A,2009/9/1
PR,0.25,A,2009/9/7
PR,0.25,A,2009/9/10
PR,0.25,A,2009/9/12
PR,0.25,A,2009/9/19
PR,0.25,A,2009/9/25
PR,0.25,A,2009/9/25
PR,0.25,A,2009/10/1
PR,0.25,A,2009/10/1
PR,0.25,A,2009/10/4
PR,0.25,A,2009/10/28
PR,0.25,A,2009/10/31
PR,0.25,A,2009/11/4
PR,0.25,A,2009/11/23
PR,0.25,A,2009/12/3
PR,0.25,A,2009/12/11
PR,0.25,A,2009/12/11
PR,0.25,A,2009/12/13
PR,0.25,A,2009/12/17
PR,0.25,A,2009/12/20
PR,0.25,A,2009/12/27
PR,0.25,A,2010/1/2
PR,0.25,A,2010/1/3
PR,0.25,A,2010/1/7
PR,0.25,A,2010/1/10
PR,0.25,A,2010/1/13
PR,0.25,A,2010/1/24
PR,0.25,A,2010/1/28
PR,0.25,A,2010/1/29
PR,0.25,A,2010/1/29
PR,0.25,A,2010/1/30
PR,0.25,A,2010/2/2
PR,0.25,A,2010/2/2
PR,0.25,A,2010/2/4
PR,0.25,A,2010/2/5
PR,0.25,A,2010/2/5
PR,0.25,A,2010/2/5
PR,0.25,A,2010/2/6
PR,0.25,A,2010/2/6
PR,0.25,A,2010/2/6
PR,0.25,A,2010/2/6
PR,0.25,A,2010/2/7
PR,0.25,A,2010/2/8
PR,0.25,A,2010/2/8
PR,0.25,A,2010/2/8
PR,0.25,A,2010/2/8
PR,0.25,A,2010/2/8
PR,0.25,A,2010/2/9
PR,0.25,A,2010/2/9
PR,0.25,A,2010/2/9
PR,0.25,A,2010/2/10
PR,0.25,A,2010/2/10
PR,0.25,A,2010/2/10
PR,0.25,A,2010/2/11
PR,0.25,A,2010/2/11
PR,0.25,A,2010/2/12
PR,0.25,A,2010/2/12
PR,0.25,A,2010/2/12
PR,0.25,A,2010/2/12
PR,0.25,A,2010/2/12
PR,0.25,A,2010/2/13
PR,0.25,A,2010/2/13
PR,0.25,A,2010/2/13
PR,0.25,A,2010/2/13
PR,0.25,A,2010/2/13
PR,0.25,A,2010/2/13
PR,0.25,A,2010/2/13
PR,0.25,A,2010/2/14
PR,0.25,A,2010/2/14
PR,0.25,A,2010/2/14
PR,0.25,A,2010/2/15
PR,0.25,A,2010/2/15
PR,0.25,A,2010/2/15
PR,0.25,A,2010/2/15
PR,0.25,A,2010/2/15
PR,0.25,A,2010/2/15
PR,0.25,A,2010/2/16
PR,0.25,A,2010/2/16
PR,0.25,A,2010/2/17
PR,0.25,A,2010/2/17
PR,0.25,A,2010/2/17
PR,0.25,A,2010/2/18
PR,0.25,A,2010/2/18
PR,0.25,A,2010/2/18
PR,0.25,A,2010/2/19
PR,0.25,A,2010/2/19
PR,0.25,A,2010/2/23
PR,0.25,A,2010/2/23
PR,0.25,A,2010/2/23
PR,0.25,A,2010/2/24
PR,0.25,A,2010/2/25
PR,0.25,A,2010/2/25
PR,0.25,A,2010/2/27
PR,0.25,A,2010/2/28
PR,0.25,A,2010/2/28
PR,0.25,A,2010/3/1
PR,0.25,A,2010/3/1
PR,0.25,A,2010/3/2
PR,0.25,A,2010/3/2
PR,0.25,A,2010/3/2
PR,0.25,A,2010/3/3
PR,0.25,A,2010/3/4
PR,0.25,A,2010/3/8
PR,0.25,A,2010/3/13
PR,0.25,A,2010/3/16
PR,0.25,A,2010/3/16
PR,0.25,A,2010/3/17
PR,0.25,A,2010/3/17
PR,0.25,A,2010/3/19
PR,0.25,A,2010/3/19
PR,0.25,A,2010/3/19
PR,0.25,A,2010/3/20
PR,0.25,A,2010/3/20
PR,0.25,A,2010/3/20
PR,0.25,A,2010/3/20
PR,0.25,A,2010/3/20
PR,0.25,A,2010/3/21
PR,0.25,A,2010/3/21
PR,0.25,A,2010/3/24
PR,0.25,A,2010/3/24
PR,0.25,A,2010/3/25
PR,0.25,A,2010/3/26
PR,0.25,A,2010/3/26
PR,0.25,A,2010/3/27
PR,0.25,A,2010/3/28
PR,0.25,A,2010/3/28
PR,0.25,A,2010/3/29
PR,0.25,A,2010/3/29
PR,0.25,A,2010/3/29
PR,0.25,A,2010/3/29
PR,0.25,A,2010/3/29
PR,0.25,A,2010/3/31
PR,0.25,A,2010/3/31
PR,0.25,A,2010/3/31
PR,0.25,A,2010/4/1
PR,0.25,A,2010/4/3
PR,0.25,A,2010/4/4
PR,0.25,A,2010/4/4
PR,0.25,A,2010/4/4
PR,0.25,A,2010/4/4
PR,0.25,A,2010/4/5
PR,0.25,A,2010/4/5
PR,0.25,A,2010/4/5
PR,0.25,A,2010/4/5
PR,0.25,A,2010/4/5
PR,0.25,A,2010/4/6
PR,0.25,A,2010/4/7
PR,0.25,A,2010/4/8
PR,0.25,A,2010/4/8
PR,0.25,A,2010/4/10
PR,0.25,A,2010/4/11
PR,0.25,A,2010/4/12
PR,0.25,A,2010/4/13
PR,0.25,A,2010/4/15
PR,0.25,A,2010/4/19
PR,0.25,A,2010/4/25
PR,0.25,A,2010/4/26
PR,0.25,A,2010/4/27
PR,0.25,A,2010/4/27
PR,0.25,A,2010/4/28
PR,0.25,A,2010/4/30
PR,0.25,A,2010/4/30
PR,0.25,A,2010/5/6
PR,0.25,A,2010/5/6
PR,0.25,A,2010/5/14
PR,0.25,A,2010/5/15
PR,0.25,A,2010/5/16
PR,0.25,A,2010/5/25
PR,0.25,A,2010/6/15
PR,0.25,A,2010/6/21
PR,0.25,A,2010/7/5
PR,0.25,A,2010/7/12
PR,0.25,A,2010/7/29
PR,0.25,A,2010/8/5
PR,0.25,A,2010/8/14
PR,0.25,A,2010/8/20
PR,0.25,A,2010/8/24
PR,0.25,A,2010/9/4
PR,0.25,A,2010/9/11
PR,0.25,A,2010/9/14
PR,0.25,A,2010/9/14
PR,0.25,A,2010/9/18
PR,0.25,A,2010/9/18
PR,0.25,A,2010/9/29
PR,0.25,A,2010/9/29
PR,0.25,A,2010/10/7
PR,0.25,A,2010/10/12
PR,0.25,A,2010/10/20
PR,0.25,A,2010/10/22
PR,0.25,A,2010/11/15
PR,0.25,A,2010/11/20
PR,0.25,A,2010/11/24
PR,0.25,A,2010/11/25
PR,0.25,A,2010/11/27
PR,0.25,A,2010/11/28
PR,0.25,A,2010/12/2
PR,0.25,A,2010/12/8
PR,0.25,A,2010/12/15
PR,0.25,A,2010/12/20
PR,0.25,A,2010/12/26
PR,0.25,A,2011/1/2
PR,0.25,A,2011/1/3
PR,0.25,A,2011/1/3
PR,0.25,A,2011/1/5
PR,0.25,A,2011/1/7
PR,0.25,A,2011/1/9
PR,0.25,A,2011/1/13
PR,0.25,A,2011/1/14
PR,0.25,A,2011/1/15
PR,0.25,A,2011/1/18
PR,0.25,A,2011/1/18
PR,0.25,A,2011/1/19
PR,0.25,A,2011/1/19
PR,0.25,A,2011/1/23
PR,0.25,A,2011/1/24
PR,0.25,A,2011/1/24
PR,0.25,A,2011/1/25
PR,0.25,A,2011/1/26
PR,0.25,A,2011/1/26
PR,0.25,A,2011/1/26
PR,0.25,A,2011/1/27
PR,0.25,A,2011/1/27
PR,0.25,A,2011/1/29
PR,0.25,A,2011/1/30
PR,0.25,A,2011/1/31
PR,0.25,A,2011/1/31
PR,0.25,A,2011/1/31
PR,0.25,A,2011/2/1
PR,0.25,A,2011/2/2
PR,0.25,A,2011/2/2
PR,0.25,A,2011/2/2
PR,0.25,A,2011/2/2
PR,0.25,A,2011/2/2
PR,0.25,A,2011/2/3
PR,0.25,A,2011/2/3
PR,0.25,A,2011/2/3
PR,0.25,A,2011/2/3
PR,0.25,A,2011/2/5
PR,0.25,A,2011/2/5
PR,0.25,A,2011/2/6
PR,0.25,A,2011/2/7
PR,0.25,A,2011/2/8
PR,0.25,A,2011/2/8
PR,0.25,A,2011/2/8
PR,0.25,A,2011/2/8
PR,0.25,A,2011/2/9
PR,0.25,A,2011/2/9
PR,0.25,A,2011/2/9
PR,0.25,A,2011/2/9
PR,0.25,A,2011/2/9
PR,0.25,A,2011/2/10
PR,0.25,A,2011/2/11
PR,0.25,A,2011/2/11
PR,0.25,A,2011/2/11
PR,0.25,A,2011/2/12
PR,0.25,A,2011/2/12
PR,0.25,A,2011/2/12
PR,0.25,A,2011/2/12
PR,0.25,A,2011/2/13
PR,0.25,A,2011/2/13
PR,0.25,A,2011/2/13
PR,0.25,A,2011/2/14
PR,0.25,A,2011/2/14
PR,0.25,A,2011/2/14
PR,0.25,A,2011/2/15
PR,0.25,A,2011/2/17
PR,0.25,A,2011/2/17
PR,0.25,A,2011/2/18
PR,0.25,A,2011/2/19
PR,0.25,A,2011/2/23
PR,0.25,A,2011/2/25
PR,0.25,A,2011/2/26
PR,0.25,A,2011/2/26
PR,0.25,A,2011/2/26
PR,0.25,A,2011/2/27
PR,0.25,A,2011/2/27
PR,0.25,A,2011/2/27
PR,0.25,A,2011/3/1
PR,0.25,A,2011/3/1
PR,0.25,A,2011/3/1
PR,0.25,A,2011/3/1
PR,0.25,A,2011/3/2
PR,0.25,A,2011/3/3
PR,0.25,A,2011/3/3
PR,0.25,A,2011/3/4
PR,0.25,A,2011/3/4
PR,0.25,A,2011/3/5
PR,0.25,A,2011/3/5
PR,0.25,A,2011/3/5
PR,0.25,A,2011/3/8
PR,0.25,A,2011/3/8
PR,0.25,A,2011/3/9
PR,0.25,A,2011/3/9
PR,0.25,A,2011/3/10
PR,0.25,A,2011/3/11
PR,0.25,A,2011/3/15
PR,0.25,A,2011/3/16
PR,0.25,A,2011/3/17
PR,0.25,A,2011/3/18
PR,0.25,A,2011/3/18
PR,0.25,A,2011/3/18
PR,0.25,A,2011/3/22
PR,0.25,A,2011/3/22
PR,0.25,A,2011/3/22
PR,0.25,A,2011/3/22
PR,0.25,A,2011/3/23
PR,0.25,A,2011/3/24
PR,0.25,A,2011/3/25
PR,0.25,A,2011/3/25
PR,0.25,A,2011/3/26
PR,0.25,A,2011/3/27
PR,0.25,A,2011/3/27
PR,0.25,A,2011/3/28
PR,0.25,A,2011/3/28
PR,0.25,A,2011/3/29
PR,0.25,A,2011/3/30
PR,0.25,A,2011/3/30
PR,0.25,A,2011/3/31
PR,0.25,A,2011/3/31
PR,0.25,A,2011/3/31
PR,0.25,A,2011/3/31
PR,0.25,A,2011/4/1
PR,0.25,A,2011/4/1
PR,0.25,A,2011/4/1
PR,0.25,A,2011/4/1
PR,0.25,A,2011/4/6
PR,0.25,A,2011/4/8
PR,0.25,A,2011/4/9
PR,0.25,A,2011/4/9
PR,0.25,A,2011/4/11
PR,0.25,A,2011/4/12
PR,0.25,A,2011/4/13
PR,0.25,A,2011/4/13
PR,0.25,A,2011/4/14
PR,0.25,A,2011/4/16
PR,0.25,A,2011/4/17
PR,0.25,A,2011/4/17
PR,0.25,A,2011/4/19
PR,0.25,A,2011/4/19
PR,0.25,A,2011/4/19
PR,0.25,A,2011/4/19
PR,0.25,A,2011/4/19
PR,0.25,A,2011/4/19
PR,0.25,A,2011/4/21
PR,0.25,A,2011/4/21
PR,0.25,A,2011/4/23
PR,0.25,A,2011/4/24
PR,0.25,A,2011/4/25
PR,0.25,A,2011/4/26
PR,0.25,A,2011/5/5
PR,0.25,A,2011/6/3
PR,0.25,A,2011/6/24
PR,0.25,A,2011/6/30
PR,0.25,A,2011/8/14
PR,0.25,A,2011/8/26
PR,0.25,A,2011/9/5
PR,0.25,A,2011/9/6
PR,0.25,A,2011/9/10
PR,0.25,A,2011/9/12
PR,0.25,A,2011/10/24
PR,0.25,A,2011/11/14
